asin,brand_name,parent_asin,user_id,date,title,text,images,helpful_vote,verified_purchase,doc,cluster,umap_x,umap_y,label,final_label
B011BDFOMS,Stetson,B06WVBZG4R,AHRSN7IUDNSBC4REMF5R7R4J4TNQ,2019-07-26 22:05:18.583,It is not the article for which I offer,"I was very disappointed in the product, a different model was sent to the one in the photo. It also has detail that shows that it is not a first class product, and the waiting time was excessively long.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71GVANbWbEL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71GVANbWbEL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71GVANbWbEL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71pLzkyOrTL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71pLzkyOrTL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71pLzkyOrTL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71pgAOmR0kL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71pgAOmR0kL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71pgAOmR0kL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71uaLsszEjL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71uaLsszEjL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71uaLsszEjL.jpg', 'attachment_type': 'IMAGE'}]",7,True,"It is not the article for which I offer. I was very disappointed in the product, a different model was sent to the one in the photo. It also has detail that shows that it is not a first class product, and the waiting time was excessively long.",24,2.5772634,2.813326,Positive / Satisfaction / Quality,Positive / Satisfaction / Quality
B078HPV3V1,Tuga Sunwear,B08BFGGD88,AEF36PHCML5PANS46YG6UZF4NH5A,2023-07-31 22:00:01.409,There is no room,It is flat there is no room for eyes my sons eyes were pressed against the lenses he was very uncomfortable so of course he just would want them off waste of money nice idea but needs to be redesigned,[],0,True,There is no room. It is flat there is no room for eyes my sons eyes were pressed against the lenses he was very uncomfortable so of course he just would want them off waste of money nice idea but needs to be redesigned,2,2.8138878,5.9678283,Fit / Authenticity / Defects,Fit / Authenticity / Defects
B009Y9QCCS,People Socks,B0C3GBP2C5,AGXKJZHNYAL2RLDCOJQMKND476IQ,2017-06-01 22:56:41.000,Soft and comfortable but poor quality.,"I bought 4 pairs of these socks about a year and half ago. And quite honestly, I'm disappointed with the quality.<br />I don't really do anything extreme with them, yet they started thinning out at the heel. Some of them are so thin that they have holes in them.<br />I'm attaching a picture as reference.<br /><br />The socks are soft and comfortable, just wish the quality was better.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71pyZIALBmL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71pyZIALBmL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71pyZIALBmL.jpg', 'attachment_type': 'IMAGE'}]",6,True,"Soft and comfortable but poor quality.. I bought 4 pairs of these socks about a year and half ago. And quite honestly, I'm disappointed with the quality.<br />I don't really do anything extreme with them, yet they started thinning out at the heel. Some of them are so thin that they have holes in them.<br />I'm attaching a picture as reference.<br /><br />The socks are soft and comfortable, just wish the quality was better.",21,-0.10794506,-2.3420372,Comfort & Wearability,Comfort & Wearability
B091FYS715,Samsox,B09KNC5B6X,AGC2NP2WZWUDH4PYDQSXBLXRUGGA,2021-06-14 17:53:10.922,Watch out … soaked in chemical smell,Ordered two packs of socks.  Both packages arrived in one bag.  One set of socks was in a plastic bag and soaking wet with something that smelled like lawn chemicals!!  Not sure what happened but will not buy again,[],1,True,Watch out … soaked in chemical smell. Ordered two packs of socks.  Both packages arrived in one bag.  One set of socks was in a plastic bag and soaking wet with something that smelled like lawn chemicals!!  Not sure what happened but will not buy again,-1,0.6391984,-2.0485656,Other / Mixed / Noise,Other / Mixed / Noise
B000OCQ15W,Reebok,B07T3J1XQT,AGTFXQ2JVGGZR3SL7WQZEYE4AHXA,2013-06-14 13:35:55.000,Not what I ordered,I ordered wide side and got regular. They hurt my fit so I just put them on site and will buy from another better place,[],0,True,Not what I ordered. I ordered wide side and got regular. They hurt my fit so I just put them on site and will buy from another better place,36,5.1014214,-2.4576693,Shoes / Fit & Width Issues,Shoes / Fit & Width Issues
B00A9MQCVK,Hue,B00S7UIJE4,AHZO4MHHBIUIUGOZPAU7TIFG4MEQ,2020-07-02 19:07:36.383,not worth it,black cottons all over my feet,[],0,True,not worth it. black cottons all over my feet,-1,-0.59129214,-1.8260477,Other / Mixed / Noise,Other / Mixed / Noise
B00ABV1NU4,Sloggers,B09NSZ12NZ,AGXVORH5KRUCDKN6SR5LPHCAXQIQ,2015-06-28 02:56:54.000,"This is a beautiful, shiny","This is a beautiful, shiny, pretty shoe, but I have wide feet & I had to return them. They were far too narrow & every step was painful! They were black & went with everything, & nice enough looking to wear to church. They look better on your foot & when you're dressed than they do in the Amazon photo. I miss these shoes, but not the soreness & foot pain!",[],2,True,"This is a beautiful, shiny. This is a beautiful, shiny, pretty shoe, but I have wide feet & I had to return them. They were far too narrow & every step was painful! They were black & went with everything, & nice enough looking to wear to church. They look better on your foot & when you're dressed than they do in the Amazon photo. I miss these shoes, but not the soreness & foot pain!",-1,4.4028363,-2.3794682,Other / Mixed / Noise,Other / Mixed / Noise
B07B422CBD,New Balance,B093XKL7WZ,AFANYNVMOFE6BTOS52PDRK6WYG5Q,2021-04-07 15:58:11.621,Size differently Quality must be going downhill,Right and left shoe same size right shoe was bigger than the left Will try another pair again. Also went to cheap memory foam.,[],0,False,Size differently Quality must be going downhill. Right and left shoe same size right shoe was bigger than the left Will try another pair again. Also went to cheap memory foam.,-1,3.4460962,-2.043491,Other / Mixed / Noise,Other / Mixed / Noise
B001QJA6EO,Thorogood,B002QQ8XRI,AGHAKAZ7D2BVDHIFITRQYHQLVPCQ,2019-07-22 22:53:29.093,Dissapionted,This was my first pair of Thorogood boot and within 1 week of use on the construction site the sole began to seperate from the boot at the toe. i have never seen this happen with any other brand of boot. It could just be band luck but just putting this up to help out.,[],0,True,Dissapionted. This was my first pair of Thorogood boot and within 1 week of use on the construction site the sole began to seperate from the boot at the toe. i have never seen this happen with any other brand of boot. It could just be band luck but just putting this up to help out.,26,2.7168658,-2.9443836,Work / Durability / Fit,Work / Durability / Fit
B00G6THSZO,Thompson Tee,B07BVBM17Z,AHNVBGB3634NCXCMJR77DIHSSDBQ,2022-02-05 20:36:34.883,Very disappointed!,I have bought over a dozen of these shirts in the past and they have always fit great but the new ones are a different fabric and they’re not even close to fitting.,[],1,True,Very disappointed!. I have bought over a dozen of these shirts in the past and they have always fit great but the new ones are a different fabric and they’re not even close to fitting.,7,0.4287427,4.253027,Clothing / Fit & Quality,Clothing / Fit & Quality
B003DQPBXE,Oakley,B08W5HY5HP,AFZQW6YIOLJ3DU3CYZRU3ZBLGC5Q,2019-10-03 17:05:58.450,Product is a cheap fake.,This product was a clear fake. Very disappointed and will be returning ASAP.,[],5,True,Product is a cheap fake.. This product was a clear fake. Very disappointed and will be returning ASAP.,2,2.5515985,4.452572,Fit / Authenticity / Defects,Fit / Authenticity / Defects
B005FYMAIG,TREDS,B00M6O6AMK,AFO4YUY43HWQWLAPROMQQ75FGZUA,2016-03-01 20:46:24.000,One Star,Not true to size at all.,[],0,True,One Star. Not true to size at all.,16,3.377922,1.1128982,Fit & Sizing Issues,Fit & Sizing Issues
B01AMUSMXO,Thompson Tee,B07BVBM17Z,AHKKIUDNIYPQFNP6ENFAFE5B6UAQ,2019-04-20 09:08:14.970,Didn’t help,Did nothing for my teenage son that suffers from overactive sweat glands,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71JloPOeD3L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71JloPOeD3L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71JloPOeD3L.jpg', 'attachment_type': 'IMAGE'}]",0,True,Didn’t help. Did nothing for my teenage son that suffers from overactive sweat glands,9,-0.2760929,5.012967,Sweat Protection / Undershirt Performance,Sweat Protection / Undershirt Performance
B000OCO2X0,Reebok,B07T3J1XQT,AHE2MX5F76ZGZDJ2P7QTU2X75LEA,2021-12-28 19:54:56.139,they are falling apart!! Wouldn’t recommend them to anyone!!,"Very disappointed, I’ve worn these only four times and they are falling apart! Not even six months old!! Wouldn’t recommend them to anyone!!",[],0,True,"they are falling apart!! Wouldn’t recommend them to anyone!!. Very disappointed, I’ve worn these only four times and they are falling apart! Not even six months old!! Wouldn’t recommend them to anyone!!",24,1.2378639,-0.9936734,Positive / Satisfaction / Quality,Positive / Satisfaction / Quality
B000OCT69A,Reebok,B07T3J1XQT,AE3KOB44WDIJXYOV6R6SGUY7AVAQ,2015-08-06 19:36:15.000,No longer good!!! Don't buy!,"No longer good!<br />I thought I was going crazy, because I had been wearing these shoes for years and years and loved them, always had a pair or sometimes two handy for when the old pair's life was ending, and suddenly the same size didn't fit at all and my feet got extremely smelly and sweaty while wearing them. My old pair still fit and so did other shoes, so it had to be the shoes. But reading these reviews I know that it isn't me... Do not buy these shoes! Bad about this website: I was just chatting with an employee to ask about this issue before reading theses reviews and he told me that nothing changed when I literally asked about it. So that is no way to treat a customer, it's basically a lie... They should be honest about this change, they cheapened the production, making this a bad shoe, not what you could get before.<br />To top it off, I sent in this review at the Reebok website before and it was turned down for not meeting their standards. I checked, nope, it's up to standard alright. I guess Reebok is not into honest criticism? So submitting this review to amazon and other places now, I mean I took the time to write it...",[],26,True,"No longer good!!! Don't buy!. No longer good!<br />I thought I was going crazy, because I had been wearing these shoes for years and years and loved them, always had a pair or sometimes two handy for when the old pair's life was ending, and suddenly the same size didn't fit at all and my feet got extremely smelly and sweaty while wearing them. My old pair still fit and so did other shoes, so it had to be the shoes. But reading these reviews I know that it isn't me... Do not buy these shoes! Bad about this website: I was just chatting with an employee to ask about this issue before reading theses reviews and he told me that nothing changed when I literally asked about it. So that is no way to treat a customer, it's basically a lie... They should be honest about this change, they cheapened the production, making this a bad shoe, not what you could get before.<br />To top it off, I sent in this review at the Reebok website before and it was turned down for not meeting their standards. I checked, nope, it's up to standard alright. I guess Reebok is not into honest criticism? So submitting this review to amazon and other places now, I mean I took the time to write it...",23,3.8291316,-1.1690212,Shoes / Durability & Quality,Shoes / Durability & Quality
B009Y9QBYW,People Socks,B0C3GBP2C5,AF6PSEICVOY32CM3Q5WIGUBVCFJQ,2017-04-09 06:40:43.000,Not durable at all. Something has changed recently.,"I got these in December, they have already worn very thin in a couple of areas it's almost sheer. If you read the recent reviews and look at some of the pictures You will see similar issues with recent purchases. I would suggest not to base your purchase on old reviews. The socks are different and not as durable as many reviewers state.",[],13,True,"Not durable at all. Something has changed recently.. I got these in December, they have already worn very thin in a couple of areas it's almost sheer. If you read the recent reviews and look at some of the pictures You will see similar issues with recent purchases. I would suggest not to base your purchase on old reviews. The socks are different and not as durable as many reviewers state.",-1,-0.21999247,-2.5914898,Other / Mixed / Noise,Other / Mixed / Noise
B004OWSOSU,Thorogood,B002QQ8XRI,AEXNGTKZLIAK5W33HBNS7H7QWVIA,2018-11-14 02:16:58.263,inner stitching hurts foot,inner stitching hurts your foot,[],1,True,inner stitching hurts foot. inner stitching hurts your foot,-1,2.3927243,-2.5319426,Other / Mixed / Noise,Other / Mixed / Noise
B000OCQ19S,Reebok,B07T3J1XQT,AHXDD6YF2EKRJKEYSTN3J5SPFDYQ,2016-01-11 00:16:45.000,Problems with Fitting a Wide Foot,"I used to wear Reebok Princess Sneakers, size 9 W.  I ordered that size and they are too narrow.  My feet have not changed that much (all of my others shoes fit and my size has remained 9W).  I read somewhere that these shoes may be manufactured differently and others have experienced that they are too narrow.  It's a shame, as this was a great shoe for me.",[],1,True,"Problems with Fitting a Wide Foot. I used to wear Reebok Princess Sneakers, size 9 W.  I ordered that size and they are too narrow.  My feet have not changed that much (all of my others shoes fit and my size has remained 9W).  I read somewhere that these shoes may be manufactured differently and others have experienced that they are too narrow.  It's a shame, as this was a great shoe for me.",36,4.557413,-1.9207677,Shoes / Fit & Width Issues,Shoes / Fit & Width Issues
B01M0LQ6N0,Sbicca,B08JSYWH7D,AEDQS6YB6ATEJMM5V7LCNMG6XHNQ,2019-07-08 00:51:31.502,Wouldn’t recou,Rey uncomfortable,[],1,True,Wouldn’t recou. Rey uncomfortable,31,0.2766243,1.171292,Comfort & Wearability,Comfort & Wearability
B0819CX2CM,People Socks,B0C3GBP2C5,AF6ZZMOHVHKGDDSLOBXP6XWA5O4Q,2021-01-24 12:25:52.869,Tight Fit and then they shrink on top of that.,I was hoping this would be the answer to wool socks.  I wear size 12.  Bought XL which is up to size 15 and expected them to fit good.  First time wearing they were tight to get on.  Then they shrunk in cold wash and air dry.  Very displeased.  Buyer beware !,[],0,True,Tight Fit and then they shrink on top of that.. I was hoping this would be the answer to wool socks.  I wear size 12.  Bought XL which is up to size 15 and expected them to fit good.  First time wearing they were tight to get on.  Then they shrunk in cold wash and air dry.  Very displeased.  Buyer beware !,27,0.39331034,-3.3081186,Fit & Sizing Issues,Fit & Sizing Issues
B000AP3BRY,Reebok,B07T3J1XQT,AH3DC5KICXILVCBZK4HJ6YJXVNFA,2015-11-10 21:26:44.000,I'm Returning These,"These are nothing like the Reebok Princess I have worn and loved for years other than that they look like them.  Originally the  Princess was a nice leather;  I thought  I could tolerate the artificial leather they're using now.  But in addition to the disappearance of leather  there is no arch support, and the heel area is not lined with terry cloth, a detail that made my others very comfortable.",[],1,True,"I'm Returning These. These are nothing like the Reebok Princess I have worn and loved for years other than that they look like them.  Originally the  Princess was a nice leather;  I thought  I could tolerate the artificial leather they're using now.  But in addition to the disappearance of leather  there is no arch support, and the heel area is not lined with terry cloth, a detail that made my others very comfortable.",20,4.171975,-0.715223,Fit & Sizing Issues,Fit & Sizing Issues
